Student,Class Short Name,,,
Student 718,AFRIKAAN AA,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH MA,,,
Student 719,COMPSCI 61,,,
,EXPOS 20,,,
,HISTSCI 1990,,,
,MATH 22A,,,
Student 72,EXPOS 10,,,
,GENED 1042,,,
,GENED 1074,,,
,MATH MA,,,
Student 720,EXPOS 10,,,
,GENED 1038,,,
,GENED 1074,,,
,PSY 1,,,
Student 721,APMTH 10,,,
,PSY 1,,,
,SPANSH 30,,,
,STAT 110,,,
Student 722,ECON 10A,,,
,EXPOS 10,,,
,GENED 1074,,,
,MATH MA,,,
Student 723,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 1A,,,
,RUSS AA,,,
Student 724,COMPSCI 50,,,
,EXPOS 20,,,
,MATH 22A,,,
,SWEDISH 10A,,,
Student 725,COMPSCI 50,,,
,GENED 1146,,,
,LIFESCI 1A,,,
,MATH 22A,,,
Student 726,COMPSCI 50,,,
,EXPOS 20,,,
,MATH 22A,,,
,MUSIC 107,,,
,PHIL 6,,,
Student 727,COMPSCI 50,,,
,GENED 1069,,,
,GENED 1089,,,
,MATH 22A,,,
Student 728,EXPOS 20,,,
,GENED 1175,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 729,FRSEMR 71G,,,
,GENED 1102,,,
,GOV 50,,,
,MATH 18A,,,
Student 73,EXPOS 10,,,
,IGBO AA,,,
,LPS A,,,
,MATH ESPA,,,
,MATH MA,,,
Student 730,FRSEMR 51S,,,
,GENED 1018,,,
,LIFESCI 50A,,,
Student 731,FRSEMR 43J,,,
,GENED 1091,,,
,MATH 55A,,,
,STAT 110,,,
Student 732,COMPSCI 50,,,
,EXPOS 10,,,
,MATH MA,,,
,SOCIOL 1000,,,
Student 733,ECON 10A,,,
,FRSEMR 71R,,,
,HUMAN 20,,,
,MATH 1A,,,
Student 734,GENED 1093,,,
,GENED 1144,,,
,LPS A,,,
,MATH MA,,,
Student 735,EXPOS 20,,,
,FRSEMR 24G,,,
,GENED 1144,,,
,LIFESCI 1A,,,
Student 736,ECON 10A,,,
,EXPOS 10,,,
,GENED 1038,,,
,MATH MA,,,
Student 737,COMPSCI 50,,,
,FRSEMR 72S,,,
,LIFESCI 50A,,,
Student 738,ECON 10A,,,
,EXPOS 20,,,
,GENED 1175,,,
,MATH 1A,,,
Student 739,ECON 10A,,,
,FRSEMR 72V,,,
,GENED 1069,,,
,GENED 1089,,,
Student 74,COMPSCI 50,,,
,EXPOS 10,,,
,FRSEMR 71Y,,,
,MATH 1B,,,
Student 740,APMTH 10,,,
,ECON 10A,,,
,FRSEMR 26E,,,
,MATH 22A,,,
Student 741,ECON 10A,,,
,EXPOS 20,,,
,GENED 1018,,,
,MATH 1B,,,
Student 742,ECON 10A,,,
,GENED 1102,,,
,HUMAN 10A,,,
,LIFESCI 1A,,,
Student 743,COMPSCI 171,,,
,COMPSCI 79,,,
,ECON 10A,,,
,GENED 1097,,,
Student 744,FRSEMR 62R,,,
,GENED 1012,,,
,GENED 1140,,,
,GOV 20,,,
Student 745,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 51M,,,
,HIST-LIT 90EO,,,
Student 746,GENED 1130,,,
,GOV 1290,,,
,HIND-URD 101A,,,
,SOCIOL 1197,,,
Student 747,EXPOS 20,,,
,HISTSCI 100,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 748,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1019,,,
,MATH 22A,,,
,MUSIC 10,,,
Student 749,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1076,,,
,LIFESCI 1A,,,
Student 75,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 72W,,,
,MATH MA,,,
Student 750,ECON 10A,,,
,EXPOS 10,,,
,FRSEMR 61U,,,
,MATH MA,,,
Student 751,COMPSCI 50,,,
,EXPOS 20,,,
,MATH 22A,,,
,VIETNAM BA,,,
Student 752,COMPSCI 50,,,
,GENED 1069,,,
,IGBO AA,,,
,MATH 1B,,,
Student 753,ECON 10A,,,
,EXPOS 20,,,
,GENED 1102,,,
,PSY 18,,,
Student 754,EXPOS 10,,,
,LPS A,,,
,MATH MA,,,
,PSY 1,,,
Student 755,EXPOS 20,,,
,GENED 1130,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 756,ECON 10A,,,
,EXPOS 20,,,
,MATH 18A,,,
,SPANSH 11,,,
Student 757,COMPSCI 50,,,
,EXPOS 20,,,
,GOV 50,,,
,HIST-LIT 90FK,,,
Student 758,FRSEMR 50Y,,,
,GENED 1181,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 759,FRENCH 20,,,
,GOV 50,,,
,HUMAN 10A,,,
,LPS A,,,
Student 76,ANTHRO 1781,,,
,ECON 10A,,,
,HUMAN 10A,,,
,MATH MA,,,
Student 760,ECON 10A,,,
,GENED 1069,,,
,GENED 1091,,,
,HUMAN 10A,,,
Student 761,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 50Y,,,
,MATH MA,,,
Student 762,EXPOS 20,,,
,MATH 25A,,,
,PHIL 6,,,
,SPANSH 11,,,
Student 763,FRSEMR 71G,,,
,LPS A,,,
,MATH 1A,,,
,SPANSH 20,,,
Student 764,EXPOS 20,,,
,GENED 1019,,,
,GENED 1144,,,
,PSY 1,,,
Student 765,ECON 10A,,,
,EXPOS 10,,,
,FRSEMR 72U,,,
,LIFESCI 1A,,,
Student 766,ENGLISH 20,,,
,EXPOS 20,,,
,FRENCH 20,,,
,FRSEMR 30M,,,
Student 767,ECON 10A,,,
,EXPOS 20,,,
,GENED 1102,,,
,GOV 20,,,
Student 768,ECON 10A,,,
,EXPOS 10,,,
,GENED 1144,,,
,MATH 1B,,,
Student 769,ECON 10A,,,
,EXPOS 20,,,
,MATH 1A,,,
,SPANSH 10,,,
Student 77,ECON 10A,,,
,EXPOS 10,,,
,MATH QA,,,
,WSTAFRCN AA,,,
Student 770,ECON 10A,,,
,GENED 1012,,,
,PHIL 34,,,
,SPANSH 20,,,
Student 771,ECON 10A,,,
,GENED 1144,,,
,PSY 18,,,
,PSY 1900,,,
Student 772,ENGLISH 10,,,
,FRSEMR 33X,,,
,GENED 1044,,,
,HAA 61G,,,
Student 773,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 1A,,,
,SPANSH 40,,,
Student 774,GENED 1044,,,
,HIST 1223,,,
,LIFESCI 1A,,,
,PSY 1,,,
Student 775,GENED 1094,,,
,GENED 1103,,,
,MATH 1A,,,
,SOCIOL 90I,,,
Student 776,GENED 1093,,,
,HIST 1465,,,
,MATH 21A,,,
,PSY 1,,,
Student 777,FRSEMR 24G,,,
,GENED 1175,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 778,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 43J,,,
,MATH 22A,,,
Student 779,COMPSCI 50,,,
,GENED 1053,,,
,HAA 184G,,,
,LIFESCI 1A,,,
Student 78,COMPSCI 61,,,
,EXPOS 20,,,
,FRSEMR 61U,,,
,MATH 22A,,,
Student 780,COMPSCI 50,,,
,MATH 25A,,,
,PHYSICS 15A,,,
,RUSS AA,,,
Student 781,ECON 10A,,,
,GENED 1069,,,
,MATH 21A,,,
,STAT 110,,,
Student 782,COMPSCI 50,,,
,GENED 1175,,,
,GENED 1181,,,
,MATH 22A,,,
Student 783,FRSEMR 72P,,,
,GOV 1540,,,
,HUMAN 10A,,,
,SPANSH 10,,,
Student 784,FRSEMR 42H,,,
,GENED 1094,,,
,GOV 50,,,
,MATH 19A,,,
Student 785,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 64Z,,,
,MATH 1A,,,
Student 786,EXPOS 20,,,
,FRSEMR 23P,,,
,MATH 25A,,,
,STAT 110,,,
Student 787,COMPSCI 50,,,
,GOV 20,,,
,PSY 1,,,
,TDM 134,,,
Student 788,ENGLISH 10,,,
,LPS A,,,
,MATH 1B,,,
,SPANSH 10,,,
Student 789,EXPOS 20,,,
,FRSEMR 27I,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 79,FRSEMR 25X,,,
,GENED 1144,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 790,EXPOS 20,,,
,FRSEMR 26F,,,
,GENED 1144,,,
,LPS A,,,
Student 791,COMPSCI 50,,,
,EXPOS 20,,,
,MATH 21A,,,
,STAT 110,,,
Student 792,EXPOS 20,,,
,GENED 1102,,,
,GENED 1114,,,
,PHIL 34,,,
Student 793,EXPOS 10,,,
,GENED 1146,,,
,GOV 20,,,
,MATH 1A,,,
Student 794,EXPOS 20,,,
,FRSEMR 26J,,,
,MATH 21A,,,
,PHYSICS 19,,,
Student 795,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 65C,,,
,MATH 21A,,,
,MUSIC 15,,,
Student 796,ECON 10A,,,
,EXPOS 20,,,
,MATH 1A,,,
,SPANSH 11,,,
Student 797,ECON 10A,,,
,EXPOS 10,,,
,GENED 1091,,,
,MATH QA,,,
Student 798,ENGLISH CAJR,,,
,EXPOS 20,,,
,FRSEMR 21V,,,
,GOV 1540,,,
Student 799,ECON 10A,,,
,EXPOS 10,,,
,FRSEMR 27I,,,
,LIFESCI 1A,,,
Student 8,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 21A,,,
,SPANSH 10,,,
Student 80,FRENCH 30,,,
,FRSEMR 25N,,,
,HIST-LIT 90FN,,,
,HUMAN 10A,,,
Student 800,EXPOS 10,,,
,FRENCH 10,,,
,LPS A,,,
,MATH 1A,,,
Student 801,FRENCH 20,,,
,GENED 1038,,,
,GENED 1102,,,
,GOV 20,,,
Student 802,EXPOS 20,,,
,FRSEMR 30M,,,
,ROM-STD 162,,,
,SOCIOL 1185,,,
Student 803,ENGLISH 10,,,
,FRSEMR 23C,,,
,GENED 1131,,,
,MATH 22A,,,
Student 804,ECON 10A,,,
,FRSEMR 43J,,,
,MATH 21A,,,
,SPANSH 20,,,
Student 805,ARABIC AA,,,
,EMR 152,,,
,FRSEMR 72O,,,
,GENED 1140,,,
Student 806,ECON 10A,,,
,EXPOS 20,,,
,GENED 1038,,,
,MATH QA,,,
Student 807,ECON 10A,,,
,EXPOS 20,,,
,GENED 1076,,,
,GOV 20,,,
Student 808,EXPOS 20,,,
,GENED 1074,,,
,GOV 30,,,
,HIST 1465,,,
Student 809,ECON 10A,,,
,GENED 1033,,,
,GENED 1038,,,
,JAPAN BA,,,
Student 81,ENGLISH CSST,,,
,FRSEMR 72O,,,
,LIFESCI 50A,,,
Student 810,ECON 10A,,,
,EXPOS 10,,,
,FRSEMR 62U,,,
,MATH MA,,,
Student 811,EXPOS 20,,,
,FRSEMR 26J,,,
,GENED 1183,,,
,MATH 1B,,,
Student 812,ARABIC AA,,,
,ECON 10A,,,
,GENED 1140,,,
,GOV 1290,,,
Student 813,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH 21A,,,
Student 814,EXPOS 10,,,
,LPS A,,,
,MATH MA,,,
,WSTAFRCN AA,,,
Student 815,FRSEMR 43F,,,
,GENED 1079,,,
,LPS A,,,
,MATH 1A,,,
Student 816,ECON 10A,,,
,EXPOS 10,,,
,GENED 1074,,,
,MATH QA,,,
Student 817,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 31P,,,
,GENED 1069,,,
Student 818,FRSEMR 24G,,,
,GENED 1053,,,
,LIFESCI 50A,,,
Student 819,ASTRON 2,,,
,FRSEMR 34X,,,
,GENED 1105,,,
,ITAL 20,,,
Student 82,COMPSCI 61,,,
,ECON 1010A,,,
,GENED 1120,,,
,MATH 22A,,,
Student 820,FRSEMR 24G,,,
,GENED 1175,,,
,LIFESCI 50A,,,
Student 821,ECON 10A,,,
,GENED 1012,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 822,COMPSCI 50,,,
,EXPOS 20,,,
,MATH 22A,,,
,PHYSICS 15A,,,
Student 823,CHNSE BX,,,
,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 50V,,,
Student 824,ENGLISH 10,,,
,EXPOS 20,,,
,FRSEMR 26F,,,
,ITAL 10,,,
Student 825,COMPSCI 121,,,
,EXPOS 20,,,
,MATH 55A,,,
,STAT 110,,,
Student 826,GENED 1103,,,
,GENED 1131,,,
,HIST 1412,,,
,MATH 1B,,,
Student 827,EDST 128,,,
,FRSEMR 72T,,,
,GOV 30,,,
,SOCIOL 1119,,,
Student 828,FRSEMR 72I,,,
,GENED 1071,,,
,MUSIC 14,,,
,SOCIOL 1197,,,
,SPANSH 11,,,
Student 829,COMPSCI 50,,,
,EXPOS 10,,,
,GENED 1175,,,
,LIFESCI 1A,,,
Student 83,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1104,,,
,MATH 1B,,,
Student 830,EMR 1010,,,
,FRSEMR 41R,,,
,GENED 1140,,,
,GOV 20,,,
Student 831,ENGLISH 10,,,
,EXPOS 10,,,
,FRENCH 30,,,
,GOV 20,,,
Student 832,ARABIC BA,,,
,EXPOS 20,,,
,GENED 1019,,,
,GENED 1140,,,
Student 833,ECON 10A,,,
,EXPOS 20,,,
,GENED 1074,,,
,MATH QA,,,
Student 834,GENED 1094,,,
,HIST 1602,,,
,LIFESCI 50A,,,
Student 835,CE 10,,,
,FRSEMR 72M,,,
,GENED 1069,,,
,SOCIOL 1000,,,
Student 836,COMPSCI 61,,,
,GENED 1038,,,
,MATH 1A,,,
,PSY 1,,,
Student 837,COMPSCI 50,,,
,FRSEMR 50Y,,,
,MATH 1A,,,
,SPANSH 30,,,
Student 838,EXPOS 20,,,
,LPS A,,,
,MATH ESPA,,,
,MATH MA,,,
,NEP 102A,,,
Student 839,ECON 10A,,,
,EXPOS 20,,,
,GENED 1038,,,
,MATH QA,,,
Student 84,ECON 10A,,,
,EXPOS 10,,,
,FRSEMR 72O,,,
,GENED 1044,,,
Student 840,EXPOS 20,,,
,GENED 1074,,,
,MATH 25A,,,
,STAT 110,,,
Student 841,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH 21A,,,
Student 842,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 64I,,,
,KOREAN BA,,,
Student 843,ECON 10A,,,
,FRSEMR 51F,,,
,GENED 1079,,,
,LPS A,,,
Student 844,ECON 10A,,,
,EXPOS 10,,,
,MATH 21A,,,
,PHYSICS 19,,,
Student 845,HUMAN 10A,,,
,LIFESCI 1A,,,
,MATH 22A,,,
,PSY 1,,,
Student 846,ECON 10A,,,
,EXPOS 20,,,
,GENED 1094,,,
,MATH 1A,,,
Student 847,COMPSCI 50,,,
,EXPOS 10,,,
,FRSEMR 33O,,,
,MATH MA,,,
Student 848,ECON 10A,,,
,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 849,CHNSE BX,,,
,FRSEMR 51F,,,
,LIFESCI 1A,,,
,MATH 19A,,,
Student 85,EXPOS 10,,,
,HISTSCI 100,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 850,ECON 10A,,,
,EXPOS 20,,,
,GENED 1102,,,
,GENED 1103,,,
Student 851,COMPSCI 121,,,
,EXPOS 10,,,
,FRSEMR 23C,,,
,MATH 55A,,,
Student 852,CHNSE BX,,,
,EXPOS 20,,,
,FRSEMR 64Y,,,
,MATH 22A,,,
Student 853,FRSEMR 72U,,,
,LPS A,,,
,MATH MA,,,
,SPANSH 11,,,
Student 854,EXPOS 20,,,
,FRSEMR 50V,,,
,HIST 1465,,,
,SPANSH 10,,,
Student 855,ECON 10A,,,
,FRSEMR 50P,,,
,HUMAN 10A,,,
,MATH 21A,,,
Student 856,ECON 10A,,,
,EXPOS 20,,,
,FRENCH 10,,,
,GOV 1790,,,
Student 857,ECON 10A,,,
,EMR 151,,,
,EXPOS 20,,,
,GENED 1102,,,
Student 858,GENED 1074,,,
,LATIN 106A,,,
,MATH 21A,,,
,PHYSICS 15A,,,
Student 859,ENG-SCI 139,,,
,EXPOS 10,,,
,LPS A,,,
,MATH MA,,,
Student 86,EXPOS 10,,,
,FRSEMR 72I,,,
,GENED 1071,,,
,HISTSCI 1950,,,
Student 860,CHNSE 120A,,,
,ECON 10A,,,
,GENED 1120,,,
,MATH 21A,,,
Student 861,CHNSE BX,,,
,EXPOS 20,,,
,FRSEMR 25X,,,
,LIFESCI 1A,,,
Student 862,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 71G,,,
,MATH 55A,,,
Student 863,ECON 10A,,,
,GENED 1018,,,
,MATH 1B,,,
,SPANSH 10,,,
Student 864,COMPSCI 50,,,
,FRSEMR 72I,,,
,LIFESCI 50A,,,
Student 865,APPHY 50A,,,
,GENED 1038,,,
,LPS A,,,
,MATH 1A,,,
Student 866,ECON 10A,,,
,EXPOS 10,,,
,GENED 1130,,,
,MATH MA,,,
Student 867,AFRIKAAN AA,,,
,ECON 10A,,,
,EXPOS 10,,,
,MATH MA,,,
Student 868,COMPSCI 50,,,
,EXPOS 10,,,
,GENED 1018,,,
,MATH 1A,,,
Student 869,ECON 10A,,,
,EXPOS 20,,,
,GENED 1038,,,
,MATH 21A,,,
Student 87,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1120,,,
,SPANSH 20,,,
Student 870,ECON 10A,,,
,ENG-SCI 139,,,
,GENED 1038,,,
,MATH 1A,,,
Student 871,ECON 10A,,,
,EXPOS 20,,,
,LPS A,,,
,MATH 1A,,,
Student 872,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,MATH 22A,,,
Student 873,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1038,,,
,LPS A,,,
Student 874,EXPOS 20,,,
,LIFESCI 1A,,,
,MATH 25A,,,
,STAT 110,,,
Student 875,EXPOS 20,,,
,FRENCH 10,,,
,FRSEMR 23P,,,
,MATH 55A,,,
Student 876,EXPOS 20,,,
,GENED 1033,,,
,MATH 25A,,,
,STAT 110,,,
Student 877,EXPOS 20,,,
,FRSEMR 49N,,,
,GENED 1038,,,
,LIFESCI 1A,,,
Student 878,CHNSE BX,,,
,COMPSCI 50,,,
,LIFESCI 50A,,,
Student 879,EXPOS 20,,,
,FRSEMR 62U,,,
,GENED 1038,,,
,GOV 1790,,,
Student 88,COMPSCI 50,,,
,EXPOS 20,,,
,GENED 1105,,,
,MATH 1B,,,
Student 880,COMPSCI 120,,,
,JAPAN BA,,,
,MATH 55A,,,
,STAT 110,,,
Student 881,ECON 10A,,,
,EXPOS 20,,,
,GENED 1144,,,
,MATH 1A,,,
Student 882,AFVS 58T,,,
,HUMAN 20,,,
,MATH 55A,,,
,SLAVIC 148,,,
Student 883,GENED 1104,,,
,KOREAN BA,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 884,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 10,,,
,GENED 1093,,,
Student 885,FRENCH 10,,,
,GENED 1074,,,
,GENED 1104,,,
,MATH 25A,,,
Student 886,CHNSE BA,,,
,ECON 10A,,,
,GENED 1181,,,
,MATH 1B,,,
Student 887,CHNSE 130XA,,,
,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 26F,,,
Student 888,EXPOS 20,,,
,FRSEMR 61U,,,
,LPS A,,,
,MATH 1A,,,
Student 889,ECON 10A,,,
,ENGLISH 10,,,
,GENED 1053,,,
,HUMAN 10A,,,
Student 89,GENED 1074,,,
,GENED 1076,,,
,GOV 20,,,
,SPANSH 11,,,
Student 890,ECON 10A,,,
,EXPOS 20,,,
,GENED 1181,,,
,MATH 21A,,,
,MUSIC 10,,,
Student 891,EXPOS 20,,,
,GENED 1038,,,
,HIST 1006,,,
,HIST 1024,,,
Student 892,ECON 10A,,,
,EXPOS 20,,,
,GENED 1102,,,
,SOCIOL 1000,,,
Student 893,CLS-STDY 97A,,,
,COMPLIT 121X,,,
,EXPOS 20,,,
,FRSEMR 30Q,,,
Student 894,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 64Z,,,
,MATH 1B,,,
Student 895,EXPOS 20,,,
,FRSEMR 43F,,,
,LPS A,,,
,PSY 1,,,
Student 896,ANTHRO 1781,,,
,ECON 10A,,,
,FRSEMR 64U,,,
,LIFESCI 1A,,,
Student 897,COMPSCI 61,,,
,MATH 55A,,,
,PHIL 34,,,
,STAT 110,,,
Student 898,EXPOS 20,,,
,GENED 1091,,,
,MATH 55A,,,
,PHIL 34,,,
Student 899,EXPOS 20,,,
,LING 73A,,,
,LPS A,,,
,MATH 1A,,,
Student 9,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 20,,,
,GENED 1038,,,
Student 90,CHNSE BA,,,
,EXPOS 20,,,
,FRSEMR 33O,,,
,GENED 1148,,,
Student 900,FRSEMR 64Y,,,
,GENED 1076,,,
,NEURO 80,,,
,SPANSH 20,,,
Student 901,ECON 10A,,,
,FRSEMR 33O,,,
,ITAL 10,,,
,MATH 21A,,,
Student 902,GENED 1069,,,
,MATH 1A,,,
,OEB 55,,,
,PORTUG 20,,,
Student 903,ECON 10A,,,
,FRSEMR 60C,,,
,GENED 1044,,,
,MATH 18A,,,
Student 904,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 72M,,,
,SOCIOL 1000,,,
Student 905,ECON 10A,,,
,FRSEMR 26F,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 906,COMPSCI 50,,,
,EXPOS 10,,,
,FRSEMR 72R,,,
,MATH 1B,,,
Student 907,EXPOS 20,,,
,FRSEMR 40P,,,
,GERMAN 10A,,,
,MATH 1B,,,
Student 908,CHNSE BA,,,
,COMPSCI 50,,,
,EXPOS 10,,,
,GENED 1076,,,
Student 909,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 65C,,,
,MATH 25A,,,
Student 91,APMTH 10,,,
,MATH 1B,,,
,PHYSICS 15A,,,
,SPANSH 11,,,
Student 910,EXPOS 20,,,
,FRSEMR 72I,,,
,GENED 1038,,,
,SPANSH 11,,,
Student 911,APMTH 22A,,,
,COMPSCI 50,,,
,GENED 1038,,,
,LIFESCI 1A,,,
Student 912,COMPSCI 61,,,
,EXPOS 20,,,
,MATH 22A,,,
,STAT 110,,,
Student 913,COMPSCI 50,,,
,FRENCH 20,,,
,GENED 1033,,,
,MATH 21A,,,
Student 914,FRSEMR 26J,,,
,JAPAN 140A,,,
,MATH 22A,,,
,STAT 110,,,
Student 915,COMPSCI 50,,,
,FRSEMR 31J,,,
,LIFESCI 1A,,,
,MATH 22A,,,
Student 916,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 33O,,,
,MATH 1A,,,
Student 917,FRSEMR 35E,,,
,GENED 1183,,,
,LIFESCI 1A,,,
,MATH MA,,,
Student 918,EXPOS 20,,,
,FRSEMR 72I,,,
,LPS A,,,
,MATH 1A,,,
Student 919,ECON 10A,,,
,EXPOS 20,,,
,MATH MA,,,
,SPANSH 11,,,
Student 92,COMPSCI 50,,,
,ECON 10A,,,
,MATH 1B,,,
,PHIL 34,,,
Student 920,COMPSCI 50,,,
,EXPOS 10,,,
,FRSEMR 33C,,,
,MATH 25A,,,
Student 921,EXPOS 20,,,
,GENED 1091,,,
,MATH 1A,,,
,SOCIOL 1000,,,
Student 922,COMPSCI 50,,,
,GENED 1038,,,
,LIFESCI 1A,,,
,MATH 1B,,,
Student 923,EXPOS 20,,,
,GENED 1071,,,
,GENED 1144,,,
,LIFESCI 1A,,,
Student 924,COMPSCI 50,,,
,ECON 10A,,,
,GENED 1042,,,
,GENED 1144,,,
Student 925,EXPOS 10,,,
,GENED 1104,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 926,COMPSCI 50,,,
,EXPOS 20,,,
,MATH 22A,,,
,STAT 110,,,
Student 927,EXPOS 20,,,
,FRSEMR 24G,,,
,LIFESCI 50A,,,
Student 928,ECON 10A,,,
,EXPOS 10,,,
,GOV 20,,,
,PHIL 3,,,
Student 929,ECON 10A,,,
,EXPOS 10,,,
,GENED 1093,,,
,MATH 1A,,,
Student 93,EXPOS 10,,,
,FRSEMR 64O,,,
,GOV 20,,,
,SOCIOL 90I,,,
Student 930,AFVS 12,,,
,COMPSCI 50,,,
,GENED 1038,,,
,MATH 22A,,,
Student 931,COMPSCI 50,,,
,ECON 1010A,,,
,FRSEMR 51H,,,
,GENED 1120,,,
,MUSIC 15,,,
Student 932,ECON 10A,,,
,EXPOS 10,,,
,GENED 1093,,,
,LPS A,,,
Student 933,ECON 10A,,,
,EXPOS 20,,,
,MATH QA,,,
,SPANSH 10,,,
Student 934,EMR 1010,,,
,GENED 1102,,,
,RELIGION 1084,,,
,SOCIOL 1000,,,
Student 935,COMPSCI 50,,,
,ENGLISH 10,,,
,FRENCH 30,,,
,MATH MA,,,
Student 936,COMPSCI 50,,,
,ECON 10A,,,
,EXPOS 10,,,
,MATH 1A,,,
Student 937,AFRIKAAN AA,,,
,EXPOS 10,,,
,GENED 1074,,,
,MATH MA,,,
Student 938,ECON 10A,,,
,EXPOS 10,,,
,GENED 1094,,,
,MATH 1A,,,
Student 939,COMPSCI 50,,,
,EXPOS 20,,,
,FRSEMR 70P,,,
,MATH 22A,,,
Student 94,EXPOS 10,,,
,FRENCH 11,,,
,LIFESCI 1A,,,
,MATH 1A,,,
Student 940,ECON 1017,,,
,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 70P,,,
Student 941,APMTH 104,,,
,ESPP 78,,,
,FRSEMR 42H,,,
,PHYSICS 16,,,
Student 942,EXPOS 20,,,
,FRSEMR 26J,,,
,MATH 1A,,,
,SWEDISH 10A,,,
Student 943,ECON 10A,,,
,EXPOS 20,,,
,MATH MA,,,
,ZULU AA,,,
Student 944,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 70P,,,
,MATH 1B,,,
Student 945,COMPSCI 50,,,
,ECON 10A,,,
,MATH 22A,,,
Student 946,ARABIC 152,,,
,EXPOS 10,,,
,LPS A,,,
,MATH MA,,,
Student 947,ANTHRO 1707,,,
,EXPOS 20,,,
,FRSEMR 64T,,,
,SPANSH 20,,,
Student 948,APPHY 50A,,,
,GENED 1080,,,
,MATH 1B,,,
,SPANSH 20,,,
Student 949,ECON 10A,,,
,EXPOS 20,,,
,MATH 1B,,,
,ZULU AA,,,
Student 95,FRENCH 11,,,
,GENED 1071,,,
,LPS A,,,
,MATH 1A,,,
Student 950,COMPSCI 50,,,
,ECON 10A,,,
,FRSEMR 43J,,,
,MATH 1B,,,
Student 951,ECON 10A,,,
,EXPOS 20,,,
,FRSEMR 23C,,,
,MATH QA,,,
Student 952,ECON 10A,,,
,HUMAN 10A,,,
,MATH 18A,,,
,PHIL 6,,,
Student 953,ECON 10A,,,
,ENG-SCI 139,,,
,EXPOS 10,,,
,MATH MA,,,
Student 954,ECON 10A,,,
,EXPOS 10,,,
,GENED 1038,,,
,MATH QA,,,
,MUSIC 16,,,
Student 955,GENED 1038,,,
,MATH 21A,,,
,PSY 1,,,
,SPANSH 30,,,
Student 956,ANTHRO 1827,,,
,EXPOS 20,,,
,LPS A,,,
,MATH MA,,,
Student 957,CHNSE BX,,,
,COMPSCI 50,,,
,MATH 22A,,,
,MUSIC 15,,,
,NEURO 80,,,
Student 958,APMTH 10,,,
,EXPOS 20,,,
,FRSEMR 62Z,,,
,MATH 21A,,,
Student 959,ECON 10A,,,
,FRSEMR 33X,,,
,LIFESCI 1A,,,
,MATH 21A,,,
Student 96,CHNSE BX,,,
,COMPSCI 50,,,
,MATH 25A,,,
,PHIL 3,,,
Student 960,ECON 10A,,,
,GENED 1018,,,
,MATH 21A,,,
,PHYSCI 2,,,
Student 961,ASTRON 2,,,
,FRSEMR 50Y,,,
,GENED 1038,,,
,MATH 55A,,,
Student 962,ECON 10A,,,
,EXPOS 20,,,
,GENED 1094,,,
,MATH 21A,,,
,MUSIC 14,,,
