6035,CELLBIO 306QC,MATH 21A,MATH 286Y,ECON 2010C
6036,GENED 1023,PSY 1900,MCB 99A,GENED 1116
6037,STAT 110,GENED 1120,ENGLISH CFF,LIFESCI 1A
6038,GENED 1092,PSY 1,HIST-LIT 90EU,GENED 1091
6039,HIST 1300,ECON 1010A,GENED 1105,SOC-STD 10A
6040,EXPOS 20,COMPSCI 171,SOC-STD 98TD,COMPSCI 50
6041,MATH 1A,PHYSCI 2,HEB 1380,MUSIC 189R
6042,MCB 60,NEURO 80,HIST 1028,COMPSCI 50
6043,STAT 121A,GOV 30,LPS A,PHYSICS 15C
6044,COMPSCI 121,HEB 1290,ASTRON 2,STAT 121A
6045,BE 110,MATH 1B,SCRB 297,KOREAN BA
6046,GENED 1038,MODMDEST 100,PHIL 175,APMTH 10
6047,SCRB 91R,COMPSCI 61,PHYSCI 2,STAT 110
6048,MATH 25A,SOCIOL 1152,ARABIC AA,PHIL 129
6049,ENGLISH CHCR,EXPOS 20,COMPSCI 109A,IGBO AA
6050,KOREAN BA,SPANSH 11,JAPAN 120A,COMPSCI 242
6051,COMPSCI 182,GENED 1006,GENED 1175,ECON 1017
6052,MCB 60,GENED 1041,MATH 1A,EXPOS 20
6053,GENED 1038,KOREAN BA,EMR 133,APCOMP 207
6054,STAT 99R,COMPSCI 50,MATH 21A,COMPSCI 136
6055,MATH MA,HIST 1056,ECON 2810A,ECON 1436
6056,PHS 2000A,APCOMP 209A,GOV 30,SCRB 297
6057,MATH 116,ENG-SCI 155,GOV 1074,ECON 1123
6058,NEURO 80,ENGLISH 10,MATH 22A,GOV 1372
6059,APMTH 104,EXPOS 20,FRSEMR 51C,PSY 1
6060,APPHY 50A,STAT 104,ECON 1010A,FOLKMYTH 111
6061,MATH MA,PSY 1,PHYSCI 2,PHIL 177I
6062,COMPSCI 109A,COMPSCI 50,CHEM 177,PSY 2660R
6063,HISTSCI 2812,FRSEMR 72P,MATH 21B,AFRAMER 134X
6064,MED-SCI 302QC,GENED 1143,GOV 94HJ,PSY 1900
6065,BBS 330,GOV 30,FRSEMR 41K,STAT 110
6066,GENED 1038,MATH 55A,EXPOS 10,ECON 2010A
6067,ASTRON 209,MEDVLSTD 250,EXPOS 20,MATH 242
6068,STAT 110,ENGLISH 185E,MATH 22A,ECON 10A
6069,EASTD 194,GENED 1079,ECON 2810A,ECON 1432
6070,EXPOS 20,HISTSCI 1932,ECON 1410,NEURO 80
6071,MED-SCI 300QC,MATH MA,OEB 230,GENED 1004
6072,ECON 10A,HISTSCI 1770,RUSS 101,GOV 2001
6073,GENED 1177,GENED 1041,APPHY 50A,MED-SCI 302QC
6074,GENED 1091,COMPSCI 171,GENED 1147,ENG-SCI 259
6075,MUSIC 15A,FOLKMYTH 111,MCB 169,FRSEMR 24G
6076,SOC-STD 10A,MICROBI 202,STAT 121A,MATH 22A
6077,FOLKMYTH 111,ENG-SCI 239,GENED 1038,ECON 1644
6078,GOV 1115,FRSEMR 72P,FOLKMYTH 111,PHYSCI 2
6079,PSY 1,NEURO 80,MUSIC 142R,MATH 242
6080,GOV 94EK,GENED 1079,GENED 1105,GENED 1080
6081,COMPSCI 120,GENED 1116,CHNSE 120A,ENGLISH CHCR
6082,PSY 1201,MATH 1B,ECON 1432,COMPSCI 136
6083,NEURO 80,ECON 1123,GOV 1740,GENED 1023
6084,SOCIOL 1131,FRSEMR 63F,GENED 1038,GENED 1120
6085,LIFESCI 2,ANTHRO 2656,PHYSICS 15C,MATH 21B
6086,ANTHRO 1250,CHNSLIT 212,ENGLISH 185E,ECON 1017
6087,COMPSCI 242,FRSEMR 70H,ENGLISH 181A,COMPSCI 153
6088,ENG-SCI 155,PSY 1304,APCOMP 209A,ENGLISH 145A
6089,MATH 1A,GENED 1091,EXPOS 20,WSTAFRCN AA
6090,ITAL 10,EXPOS 20,GENED 1116,ECON 1644
6091,RSRA 299A,STAT 110,ENGLISH CCFC,GENED 1038
6092,ECON 1017,ENG-SCI 125,FRSEMR 40J,COMPSCI 109A
6093,MATH 22A,ARABIC AA,APMTH 201,MATH MA
6094,PHYSICS 262,NEURO 80,STAT 110,BCMP 200
6095,ENG-SCI 274,HISTSCI 100,MATH 21A,ECON 1010A
6096,LING 105,HIST 1028,ENG-SCI 139,PHIL 40
6097,COMPSCI 136,LING 73A,COMPSCI 109A,GOV 1730
6098,ECON 1017,GENED 1105,ECON 10A,MED-SCI 302QC
6099,EASTD 199,MATH 21A,LPS A,ENGLISH 184CF
6100,ECON 10A,COMPSCI 50,GENED 1104,ECON 1011A
6101,HUMAN 10A,COMPSCI 50,GOV 1783,APCOMP 298R
6102,HISTSCI 1780,MCB 80,ESPP 77,GENED 1097
6103,ANTHRO 98A,MATH 122,CHNSE BA,WOMGEN 1127
6104,ENG-SCI 291,FRSEMR 62J,ECON 10A,COMPSCI 50
6105,FRSEMR 41P,ECON 1021,EXPOS 20,ECON 1010A
6106,GENED 1038,BCS BA,PSY 1900,EMR 146
6107,GOV 20,SLAVIC 189,GOV 2340A,GENED 1166
6108,COMPSCI 50,EMR 141,EXPOS 40,MATH 124
6109,GENED 1038,PSY 2660R,LIFESCI 100,EXPOS 40
6110,APMTH 104,AFRAMER 116,MATH 1A,ECON 1499
6111,ECON 1010A,ENG-SCI 139,SOCIOL 1131,STAT 210
6112,ENG-SCI 96,COMPSCI 107,APMTH 121,GENED 1023
6113,PERSIAN AA,MCB 60,EXPOS 20,SOCIOL 1159
6114,GENED 1018,MATH MA,COMPSCI 50,MCB 169
6115,ARABIC 131A,MED-SCI 302QC,FRSEMR 22I,COMPSCI 50
6116,ECON 1010A,ENG-SCI 125,ECON 1644,FRSEMR 64K
6117,MATH 1B,ECON 1010A,GENED 1080,COMPSCI 263
6118,APCOMP 209A,COMPSCI 121,ENG-SCI 239,MATH 1B
6119,GENED 1006,PSY 1202,MATH 25A,GENED 1074
6120,ENG-SCI 96,LPS A,COMPSCI 50,PHIL 187
6121,GENED 1033,ENG-SCI 152,SOCIOL 97,VIETNAM BA
6122,ANTHRO 1033,HAA 63,COMPSCI 242,GENED 1004
6123,HIST 1155,GENED 1041,COMPSCI 50,PHIL 19
6124,GENED 1038,ENG-SCI 139,LIFESCI 2,MATH 55A
6125,MED-SCI 302QC,ECON 10A,ENGLISH CCFC,APCOMP 215
6126,ECON 1057,E-PSCI 10,ECON 10A,HIND-URD 101A
6127,GENED 1006,COMPSCI 50,APMTH 121,GOV 94WY
6128,GERMAN 189,PSY 1,GHHP 30,PHYSCI 2
6129,ANTHRO 2036,STAT 216,APCOMP 209A,MATH 21A
6130,EXPOS 10,STAT 110,MATH 1A,ENG-SCI 297
6131,ENG-SCI 91HFR,ENG-SCI 239,LIFESCI 1A,HIST 60O
6132,ECON 10A,GENED 1033,GOV 1790,MATH 22A
6133,ECON 970,GENED 1006,APMTH 207,PHIL 138
6134,APMTH 111,HIST 13T,ENG-SCI 125,MED-SCI 302QC
6135,ECON 1021,COMPSCI 50,COMPSCI 187,HEB 1404
6136,ISLAMCIV 145A,ITAL 10,GENED 1098,GENED 1006
6137,HIST 1026,SOCIOL 98DA,PSY 1525,APPHY 50A
6138,ECON 1021,MATH 231A,GENED 1145,GENED 1053
6139,PSY 1201,APCOMP 209A,CHEM 163,MATH MA
6140,EASTD 199,PHYSICS 262,EXPOS 40,CHEM 17
6141,EXPOS 10,COMPSCI 242,MATH 124,GENED 1043
6142,GOV 1372,COMPSCI 182,PHYSCI 10,ASTRON 17
6143,AFRAMER 202,ECON 1021,STAT 244,STAT 139
6144,COMPSCI 127,GOV 30,COMPSCI 50,MCB 175
6145,GOV 2213,GENED 1093,EXPOS 20,APMTH 10
6146,GOV 2340A,MICROBI 202,LIFESCI 2,MATH 21A
6147,LIFESCI 2,ENG-SCI 125,SOC-STD 10A,SCRB 111
6148,GENED 1053,GENED 1120,GENED 1044,NEUROBIO 308QC
6149,GENED 1174,GENED 1079,MCB 80,GOV 1790
6150,COMPSCI 171,EXPOS 20,GENED 1104,FRSEMR 62O
6151,JAPAN BA,GENED 1080,CHEM 17,GOV 20
6152,GENED 1147,GENED 1034,GENED 1023,GERMAN 102
6153,ECON 2010A,PHIL 248,GENED 1038,FRSEMR 61Q
6154,COMPSCI 242,STAT 110,HUMAN 10A,COMPSCI 50
6155,CHNSLIT 114,MCB 169,MED-SCI 300QC,GOV 1982
6156,HEB 1392,WOMGEN 1210FT,ECON 2450A,ENGLISH CWP
6157,SOC-STD 98NB,PHYSICS 253A,PHIL 6,HAA 18K
6158,PHIL 138,GOV 1510,ECON 1126,COMPSCI 109A
6159,GOV 3002,PSY 1,SCRB 197,GENED 1120
6160,ASTRON 202A,STAT 121A,ECON 10A,APMTH 201
6161,SCRB 10,GENED 1105,SPANSH 129R,EXPOS 10
6162,SWAHILI AA,ITAL 10,LING 171,APMTH 226
6163,ENG-SCI 181,APCOMP 297R,GENED 1091,MATH 101
6164,COMPSCI 136,ECON 1011A,PSY 1,PSY 1005
6165,COMPSCI 50,GENED 1116,GOV 1008,ECON 1010A
6166,GOV 30,SPANSH 70B,ANTHRO 1824,ECON 1010A
6167,EXPOS 20,NEURO 80,PSY 1,GENED 1091
6168,MCB 80,GENED 1116,GENED 1023,GENED 1038
6169,SOCIOL 2282,GENED 1174,APMTH 10,APMTH 205
6170,OEB 10,MATH 21A,GOV 94HJ,MUSIC 175R
6171,STAT 121A,ENGLISH CSGJ,MATH MA,ECON 10A
6172,HIST 1220,SOCIOL 1159,PHYSICS 262,NEURO 80
6173,MCB 80,ENG-SCI 51,COMPSCI 136,MATH 136
6174,GENED 1093,GENED 1038,APMTH 101,LPS A
6175,PHIL 138,ARABIC AA,LPS A,PSY 15
6176,GOV 1510,ENGLISH 10,HIST-LIT 90EI,MUSIC 10A
6177,ECON 70,ENG-SCI 139,EXPOS 20,GOV 2001
6178,GENED 1038,GOV 20,ECON 10A,GENED 1143
6179,ENG-SCI 173,PHIL 138,PSY 1005,SPANSH 49H
6180,PSY 1523,ECON 1021,PHYSICS 15A,GENED 1091
6181,COMPSCI 171,EXPOS 20,STAT 110,RUSS 113
6182,ENG-SCI 53,AFRAMER 197,MUSIC 18A,GENETIC 201
6183,CHEM 17,GENED 1038,MATH 22A,FRSEMR 71G
6184,ANTHRO 2797,GENED 1145,GENED 1130,LING 104
6185,ANTHRO 1906,PHIL 34,LIFESCI 1A,ENGLISH 290EH
6186,EMR 141,SPANSH 30,ECON 1644,STAT 110
6187,ECON 1021,ECON 990B,PHYSICS 268AR,SOC-STD 10A
6188,SCRB 297,HIST 1405,MATH 1A,EXPOS 20
6189,MATH 21B,ENG-SCI 96,COMPSCI 50,APCOMP 297R
6190,EXPOS 20,GENED 1147,MATH 22A,GOV 94PY
6191,EXPOS 20,GOV 94NS,CHEM 17,ESPP 77
6192,EXPOS 20,SPANSH 147,GENED 1056,GENED 1001
6193,OEB 53,ENG-SCI 139,ECON 1017,GOV 1010
6194,FOLKMYTH 111,ECON 1123,EXPOS 20,STAT 110
6195,GENED 1105,MCB 112,ECON 10A,LIFESCI 1A
6196,PHIL 34,LING 171,SPANSH 122,PHYSICS 223A
6197,GENED 1056,APMTH 205,COMPSCI 121,MCB 99A
6198,STAT 110,PHYSICS 195A,GENED 1116,GENED 1038
6199,EMR 147,MCB 63,PSY 1,APMTH 205
6200,GOV 20,GENED 1116,ENGLISH CTV,ECON 3011
6201,FRSEMR 62J,ENG-SCI 181,PSY 15,FRSEMR 21I
6202,APPHY 50A,GOV 94WY,GENED 1120,COMPSCI 50
6203,COMPSCI 136,IMMUN 201,PHIL 34,ECON 1410
6204,CHEM 160,MATH 25A,COMPSCI 287R,ASTRON 2
6205,GENED 1143,EXPOS 40,GENED 1038,MATH 116
6206,LPCE 101,ENGLISH 185E,HIST 2707,E-PSCI 134
6207,GENED 1038,ENGLISH CNSR,APPHY 284,FOLKMYTH 111
6208,HAA 177M,GENED 1174,APMTH 207,COMPSCI 50
6209,EXPOS 20,GENED 1044,COMPLIT 212,GENED 1074
6210,WOMGEN 1421,HLTHPOL 2000A,GENED 1104,HIST 1908
6211,GENED 1019,LIFESCI 1A,COMPSCI 187,ECON 1017
6212,STAT 110,GENED 1001,GENED 1092,PSY 1
6213,GENED 1097,ECON 10A,BMIF 201,GHHP 30
6214,COMPSCI 187,PHYSICS 262,GOV 1790,MATH 1A
6215,PHYSICS 15A,GENED 1038,GENED 1074,MATH 286Y
6216,GENED 1044,GENED 1094,STAT 110,ENG-SCI 139
6217,HISTSCI 2812,APMTH 203,COMPSCI 109A,E-PSCI 168
6218,NEUROBIO 215A,APCOMP 209A,ENGLISH 90LL,LIFESCI 2
6219,GENED 1006,ENGLISH 10,ENG-SCI 139,ECON 1017
6220,ECON 1123,ECON 2906,NEURO 80,STAT 110
6221,MATH 231A,GOV 94RG,HAA 197,MUSIC 175R
6222,ENGLISH 119TY,GHHP 30,FOLKMYTH 133,EXPOS 20
6223,CHEM 101,MATH MA,MCB 169,GENED 1006
6224,ECON 10A,MATH 1B,COMPSCI 50,PHYSCI 12B
6225,BIOPHYS 206,APCOMP 209A,GOV 1982,GENED 1038
6226,PHIL 129,GENED 1023,ECON 10A,GOV 2001
6227,LING 101,FRSEMR 52K,STAT 216,EXPOS 40
6228,HIST 1511,SLAVIC 118,GOV 94GO,ECON 1010A
6229,PSY 1861,MATH MA,ESPP 77,SCRB 10
6230,MATH 21A,ECON 2010C,HISTSCI 100,GENED 1097
6231,COMPSCI 50,STAT 110,ECON 1017,COMPSCI 109A
6232,GENED 1136,MATH 22A,EXPOS 20,NEURO 80
6233,COMPSCI 136,ESPP 90K,PHIL 19,GOV 94GO
6234,SOCIOL 3305,ENG-SCI 139,GENED 1093,ANTHRO 99A
6235,ECON 10A,HIND-URD 102A,MATH 124,LIFESCI 2
6236,MATH MA,EXPOS 20,ESPP 77,PHIL 19
6237,APMTH 111,BCMP 200,LIFESCI 2,GENED 1080
6238,APPHY 284,GOV 1021,COMPSCI 290A,LIFESCI 2
6239,MODMDEST 100,GOV 1790,APPHY 50A,GENED 1120
6240,ENG-SCI 51,KOREAN BA,APMTH 207,GENED 1094
6241,HIST 3920A,PHIL 175,COMPSCI 50,COMPSCI 105
6242,GENED 1091,COMPLIT 156,COMPSCI 290A,BCMP 230
6243,ECON 1545,GOV 1372,GENED 1053,APPHY 284
6244,BIOPHYS 206,HAA 290P,SOCIOL 1152,MCB 60
6245,GENED 1044,GENED 1093,EXPOS 20,FRSEMR 41P
6246,HIST 3920A,LATIN 1,GENED 1023,MATH 22A
6247,ASTRON 17,ECON 10A,GENED 1079,ECON 2010A
6248,HIST 1776,BE 110,APCOMP 209A,GREEK 1
6249,HIST 1056,OEB 10,ECON 1057,SLAVIC 121
6250,MUSIC 51A,COMPSCI 187,APMTH 207,HIST 1511
6251,E-PSCI 168,GENED 1038,HEB 1380,EXPOS 20
6252,MATH 21B,SPANSH 89,LIFESCI 2,LING 105
6253,WOMGEN 1283,COMPSCI 50,MCB 112,ECON 10A
6254,ESPP 90K,ENG-SCI 139,ASTRON 17,LPS A
6255,COMPSCI 282BR,HUMAN 10A,ENG-SCI 239,MODGRK AA
6256,PSY 1861,CHEM 17,MATH 112,FRSEMR 24G
6257,GENED 1038,ECON 1011A,MATH 21B,ECON 2020A
6258,COMPSCI 50,STAT 210,ANTHRO 1603,ECON 2912
6259,ECON 10A,COMPLIT 212,COMPSCI 120,GOV 1115
6260,GOV 94RG,COMPSCI 61,GOV 20,ASTRON 1
6261,MCB 80,PHYSCI 2,GOV 1790,GENED 1130
6262,GENED 1120,GOV 1510,VIROLOGY 200,CLS-STDY 97A
6263,ANTHRO 1824,HIST-LIT 90EJ,STAT 121A,PSY 1
6264,CHEM 17,GOV 20,ENG-SCI 139,PHYSCI 2
6265,SOC-STD 98NB,PHYSICS 268AR,ECON 1011A,GOV 1740
6266,GENED 1079,EXPOS 20,FRSEMR 52M,MCB 80
6267,PSY 1202,HIST 1405,COMPSCI 50,MUSIC 175R
6268,BBS 330,GENED 1093,MATH 101,COMPSCI 187
6269,ENGLISH 10,MED-SCI 302QC,PSY 1900,ENGLISH 197GR
6270,NEURO 80,STAT 110,CELTIC 111,GOV 1783
6271,COMPSCI 109A,STAT 121A,GENED 1136,MATH 122
6272,SHBT 201,OEB 212R,TDM 121K,PHYSCI 12B
6273,COMPSCI 50,COMPSCI 182,GENED 1038,STAT 121A
6274,MATH 231A,LING 73A,GOV 1780,SCRB 197
6275,CHNSE 106A,GOV 2525,GENED 1038,PSY 1
6276,ECON 10A,APMTH 101,WOMGEN 1217,GOV 1510
6277,GENED 1038,PSY 1523,TDM 109,APMTH 121
6278,COMPSCI 121,ENGLISH 185E,GENED 1147,MCB 60
6279,GENED 1166,SOCIOL 1181,HUMAN 20,APCOMP 215
6280,GENED 1074,HBTM 235,AFRAMER 134X,PSY 15
6281,E-PSCI 50,MATH 21A,SOCIOL 1173,ENG-SCI 239
6282,MCB 63,PHYSICS 223A,NEURO 80,GENED 1033
6283,HISTSCI 98,FRSEMR 64L,MUSIC 10A,STAT 121A
6284,AFRAMER 116,KOREAN BA,ECON 1499,COMPSCI 263
6285,ENG-SCI 91HFR,GENED 1006,MUSIC 15A,GENED 1023
6286,SOCIOL 1131,GENED 1023,E-PSCI 208,GENED 1120
6287,EXPOS 10,NEURO 120,SOC-STD 10A,ENGLISH 10
6288,ECON 2410A,APCOMP 209A,LIFESCI 1A,GOV 1372
6289,COMPSCI 171,GENED 1175,COMPSCI 127,GOV 1433
6290,GENED 1053,FRSEMR 63C,FRSEMR 21W,ANTHRO 1208
6291,ECON 10A,APCOMP 207,GOV 94RC,EXPOS 20
6292,ASTRON 1,MCB 169,GENED 1019,STAT 110
6293,MATH 55A,GENED 1002,STAT 185,MCB 169
6294,GENED 1093,HIST 1155,ECON 10A,GOV 1510
6295,GOV 20,MATH 131,GENED 1006,HEB 1392
6296,GOV 94GK,MATH 21B,ECON 2360,ECON 10A
6297,MATH 116,ZULU AA,PHIL 34,ENG-SCI 239
6298,ECON 1010B,OEB 10,HIST-LIT 90ES,MUSIC 175R
6299,APPHY 50A,APMTH 104,STAT 110,CHEM 30
6300,ASTRON 200,PSY 15,KOREAN BA,ENG-SCI 111
6301,ANTHRO 1603,CHEM 110,HIST-LIT 90EK,MATH 1A
6302,EXPOS 20,ECON 10A,GOV 94NS,MATH MA
6303,ECON 1021,E-PSCI 208,MATH MA,LING 98A
6304,MCB 80,ENG-SCI 239,EXPOS 20,PSY 1
6305,MATH 55A,PSY 15,SOCIOL 1112,ENGLISH 119TY
6306,GOV 1790,ECON 10A,GENED 1056,E-PSCI 134
6307,STAT 110,BIOSTAT 230,HIST-LIT 90EJ,ECON 1021
6308,STAT 110,MUSIC 180R,PSY 1,PSY 1304
6309,ECON 2810A,MUSIC 4,STAT 110,GENED 1006
6310,GENED 1079,COMPSCI 61,SOCIOL 1131,GOV 1316
6311,GENED 1120,ENG-SCI 239,GOV 94PY,MCB 80
6312,MCB 63,GOV 2003,GENED 1116,TDM 98
6313,ENG-SCI 139,MUSIC 180R,MATH 286Y,MCB 60
6314,GOV 20,GOV 94BC,GENED 1001,HIST 1056
6315,EXPOS 20,ECON 10A,COMPSCI 289,PHIL 34
6316,MATH 19A,STAT 110,ESPP 90G,APMTH 104
6317,HIST 1155,COMPSCI 50,GENED 1001,GENED 1145
6318,STAT 121A,HUMAN 10A,LIFESCI 1A,GOV 1790
6319,PSY 1005,CHNSE 120A,STAT 211,EXPOS 40
6320,LIFESCI 2,GOV 1010,PSY 15,GOV 1730
6321,MED-SCI 302QC,GENED 1006,GOV 1060,EXPOS 10
6322,ASTRON 202A,ANTHRO 1906,ECON 1010A,ENGLISH 184CF
6323,COMPSCI 109A,ECON 1436,WOMGEN 1210FT,GENED 1093
6324,ASTRON 140,LIFESCI 1A,GENED 1038,ANTHRO 1781
6325,GOV 1074,ENG-SCI 139,FOLKMYTH 111,SOCIOL 2278
6326,SOCIOL 1186,HIST 1390,COMPSCI 282BR,JAPAN BA
6327,PHYSICS 262,OEB 10,FRSEMR 51C,ENGLISH 145A
6328,PHIL 248,NEUROBIO 212,GENED 1038,SOCIOL 1152
6329,HIST-LIT 90EK,GOV 2761,GOV 94WY,GENED 1097
6330,MATH MA,MCB 60,COMPSCI 136,FRSEMR 40J
6331,COMPSCI 242,ENG-SCI 239,LING 171,ECON 1017
6332,MATH 122,HIST 3920A,APCOMP 209A,COMPSCI 109A
6333,MATH MA,PSY 1900,ENGLISH CMAG,GENED 1091
6334,FRSEMR 64J,LIFESCI 1A,PHYSICS 262,LATIN 10
6335,COMPSCI 107,MUSIC 15A,GOV 1372,LPS A
6336,COMPSCI 289,MATH 114,AFRAMER 202,AFRAMER 183Y
6337,ENGLISH CLR,MATH 1B,MCB 169,MATH 22A
6338,MCB 80,ECON 2912,GENED 1038,ANTHRO 98A
6339,MED-SCI 300QC,COMPSCI 50,SOCIOL 1046,MCB 169
6340,MATH MA,CHNSE 120A,LPS A,MUSIC 16A
6341,PSY 1,E-PSCI 168,MED-SCI 300QC,ENG-SCI 125
6342,ECON 10A,GOV 1372,EXPOS 20,LIFESCI 100
6343,STAT 110,GENED 1038,COMPLIT 274,AFVS 12
6344,E-PSCI 50,CHEM 17,COMPSCI 109A,MATH 21B
6345,MATH 60R,JAPAN 130A,GENED 1091,PHYSICS 195A
6346,MUSIC 175R,STAT 185,EXPOS 20,MCB 60
6347,PSY 1901,PSY 15,LIFESCI 1A,OEB 65
6348,YIDDISH BA,GENED 1041,HAA 278P,PSY 1901
6349,KOREAN BA,EXPOS 20,JAPAN 120A,ECON 10A
6350,GENED 1147,FOLKMYTH 133,ENG-SCI 239,HIST 1405
6351,MCB 112,PHYSCI 12B,MUSIC 221R,ECON 10A
6352,KOREAN BA,ECON 70,GENED 1147,PHYSCI 2
6353,MCB 80,GOV 1021,ENG-SCI 139,STAT 110
6354,HLTHPOL 2000A,MUSIC 175R,ENG-SCI 241,MATH 251Y
6355,MED-SCI 300QC,LIFESCI 1A,HISTSCI 98,GENED 1145
6356,PSY 1708,FRSEMR 26K,COMPLIT 175,HEB 1480
6357,GENED 1011,AFVS 141BR,ENGLISH 97,EXPOS 20
6358,AFVS 189G,CELLBIO 306QC,COMPSCI 121,GOV 1115
6359,COMPSCI 50,APCOMP 207,PSY 1811,ECON 1644
6360,GENED 1038,CHEM 177,ECON 10A,HEB 1392
6361,BIOSTAT 230,ECON 2010C,GENED 1074,MED-SCI 300QC
6362,ECON 1021,CHNSE BA,PHYSICS 19,COMPSCI 187
6363,GENED 1043,GOV 94BC,EXPOS 20,ROM-STD 201
6364,PHYSICS 143B,PSY 1950,GENED 1043,HAA 92R
6365,LIFESCI 1A,STAT 121A,MATH 1A,ANTHRO 98A
6366,HAA 63,GENED 1038,GENED 1074,HAA 18K
6367,MCB 63,PSY 1523,MATH MA,EXPOS 20
6368,PHYSICS 262,APPHY 284,COMPSCI 109A,MATH MA
6369,PHYSICS 15C,GENED 1074,ASTRON 202A,ECON 10A
6370,ECON 1017,HISTSCI 99A,E-PSCI 236,FRSEMR 63O
6371,ESE 168,MUSIC 189R,EXPOS 10,ECON 10A
6372,MCB 80,PHYSICS 19,HUMAN 10A,PHIL 34
6373,FRSEMR 72P,ENG-SCI 139,AFVS 40A,LING 105
6374,ARABIC 131A,HISTSCI 100,COMPSCI 109A,PHS 2000A
6375,ECON 2120,HIST 1028,ECON 1010A,COMPSCI 109A
6376,EXPOS 20,APCOMP 209A,ECON 2020A,ENGLISH 90KB
6377,FRSEMR 71R,HAA 155M,PHIL 34,CHNSE BA
6378,EXPOS 20,HUMAN 90,GENED 1093,GENED 1092
6379,GENED 1147,GENED 1105,COMPSCI 109A,EXPOS 20
6380,SCRB 91R,GOV 1372,EXPOS 20,SANSKRIT 200AR
6381,MED-SCI 300QC,ANTHRO 2797,HUMAN 10A,PSY 1005
6382,GENED 1011,ENGLISH CNS,MATH MA,ENGLISH CAFR
6383,ENG-SCI 139,ENGLISH 287AG,GENED 1038,JAPAN BA
6384,ECON 3012,GENED 1004,PHYSCI 12B,HEB 1330
6385,GENED 1038,APCOMP 215,ENGLISH CIHR,GENED 1136
6386,FRSEMR 52F,CELTIC 111,GOV 1010,STAT 110
6387,COMPSCI 50,JAPAN BA,GENETIC 201,LIFESCI 1A
6388,ENG-SCI 159,APMTH 10,WOMGEN 1204,GENED 1038
6389,GENED 1023,ECON 1010A,ECON 10A,HEB 1392
6390,MUSIC 123R,GOV 1790,MATH 21B,AFVS 107
6391,STAT 110,ENGLISH CBN,MATH 55A,MATH 18A
6392,PSY 1861,GOV 94WY,OEB 145,HIST 1208
6393,NEURO 80,GENED 1092,ECON 10A,PHIL 6
6394,LIFESCI 2,ESPP 77,HIST 1206,GOV 1243
6395,MED-SCI 300QC,APPHY 195A,NEURO 80,ECON 1011A
6396,ECON 2010A,EXPOS 40,EXPOS 20,AFVS 12
6397,HISTSCI 2985,EXPOS 20,OEB 10,EXPOS 40
6398,MUSIC 16A,ECON 70,MATH 286Y,ENG-SCI 139
6399,STAT 110,SPANSH 50,APPHY 50A,STAT 104
6400,PHYSICS 285B,MATH 22A,EXPOS 20,SOCIOL 1166
6401,COMPSCI 50,COMPSCI 290A,GENED 1094,ECON 1011A
6402,MATH 1A,ENG-SCI 239,SCRB 175,TDM 121K
6403,COMPSCI 121,ECON 10A,PHYSICS 16,GENED 1093
6404,STAT 211,APCOMP 207,ECON 1010A,COMPSCI 107
6405,LIFESCI 1A,ECON 1017,ENGLISH CLR,GENED 1023
6406,GENED 1120,APCOMP 207,ENGLISH CAJR,ESPP 77
6407,GENED 1004,PSY 1900,CHNSE BA,GENED 1023
6408,CHEM 100R,CHNSE BX,COMPSCI 136,ENG-SCI 239
6409,ECON 1010B,MATH MA,COMPSCI 182,PHYSICS 262
6410,GENED 1091,COMPSCI 127,EXPOS 20,ECON 1017
6411,COMPSCI 109A,GENED 1038,COMPSCI 50,PORTUG 40
6412,MATH 242,FRSEMR 40J,GENED 1091,COMPSCI 120
6413,STAT 300HFRA,STAT 139,GENED 1105,GENED 1006
6414,LIFESCI 1A,GOV 3002,PSY 1201,GOV 30
6415,GENED 1093,EXPOS 20,ECON 10A,MATH 1A
6416,KORHIST 141,ESPP 77,GENED 1038,HIST-LIT 90EI
6417,ARABIC AA,ECON 1123,SLAVIC 144,BE 121
6418,SOC-STD 98NB,COMPSCI 107,OEB 65,LING 101
6419,MATH 232A,GENED 1038,SOCIOL 1131,GENED 1071
6420,MATH 124,GENED 1074,PHIL 19,CELTIC 111
6421,HIST-LIT 90AT,ENG-SCI 53,PSY 1005,EXPOS 10
6422,ENG-SCI 139,STAT 121A,MATH 1A,PSY 1201
6423,GENED 1023,GENED 1038,GENED 1091,COMPSCI 171
6424,HIST 2707,COMPSCI 107,GOV 30,MATH MA
6425,IMMUN 201,EXPOS 10,LING 105,FRSEMR 64L
6426,GENED 1120,APPHY 50A,LIFESCI 1A,EXPOS 20
6427,TAM 101A,STAT 185,HISTSCI 100,ECON 10A
6428,MODMDEST 100,NEURO 80,EXPOS 10,GOV 1790
6429,PSY 1900,MATH 124,EMR 133,LIFESCI 1A
6430,APMTH 201,MUSIC 175R,JAPAN BA,MATH 22A
6431,EMR 133,HISTSCI 1932,SOCIOL 1159,AFRAMER 116
6432,LIFESCI 2,FRSEMR 23Y,EXPOS 10,ECON 1021
6433,ECON 1017,STAT 210,MATH MA,GENED 1038
6434,BBS 301,ENG-SCI 125,FRSEMR 40J,GENED 1093
6435,SOC-STD 10A,IMMUN 307QC,EXPOS 20,STAT 110
6436,ENG-SCI 139,ECON 1010A,ECON 10A,SLAVIC 189
6437,GOV 1010,GENED 1023,PHYSCI 2,COMPSCI 50
